Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
L,302.3,311.2,1758.0,24.4,68.0,0,0,0,0,0,0
M,302.3,311.2,1507.0,47.7,70.0,0,0,0,0,0,0
H,302.3,311.1,1543.0,37.5,73.0,0,0,0,0,0,0
M,302.3,311.2,1505.0,36.7,78.0,0,0,0,0,0,0
L,302.3,311.2,1786.0,24.3,81.0,0,0,0,0,0,0
L,302.3,311.3,1457.0,44.5,83.0,0,0,0,0,0,0
M,302.4,311.3,1312.0,61.5,85.0,0,0,0,0,0,0
M,302.3,311.2,1405.0,47.7,88.0,0,0,0,0,0,0
M,302.2,311.2,1377.0,43.0,91.0,0,0,0,0,0,0
M,302.2,311.2,1347.0,49.8,94.0,0,0,0,0,0,0
L,302.2,311.1,1470.0,39.6,97.0,0,0,0,0,0,0
M,302.2,311.2,1873.0,24.0,99.0,0,0,0,0,0,0
M,302.2,311.1,1434.0,58.6,102.0,0,0,0,0,0,0
H,302.2,311.1,1628.0,30.6,105.0,0,0,0,0,0,0
L,302.2,311.1,1351.0,48.6,110.0,0,0,0,0,0,0
M,302.3,311.2,1454.0,43.8,112.0,0,0,0,0,0,0
M,302.2,311.2,1663.0,29.6,115.0,0,0,0,0,0,0
L,302.3,311.2,1401.0,49.7,118.0,0,0,0,0,0,0
L,302.4,311.3,1503.0,38.2,120.0,0,0,0,0,0,0
L,302.4,311.4,1564.0,35.0,122.0,0,0,0,0,0,0
L,302.5,311.4,1759.0,24.6,124.0,0,0,0,0,0,0
L,302.5,311.4,1409.0,53.1,126.0,0,0,0,0,0,0
L,302.6,311.4,1738.0,25.8,128.0,0,0,0,0,0,0
H,302.5,311.3,1393.0,47.5,130.0,0,0,0,0,0,0
L,302.5,311.1,1499.0,38.8,135.0,0,0,0,0,0,0
L,302.5,311.1,1493.0,39.0,137.0,0,0,0,0,0,0
L,302.4,311.1,1652.0,33.9,139.0,0,0,0,0,0,0
L,302.3,311.1,1589.0,29.9,141.0,0,0,0,0,0,0
L,302.4,311.1,1520.0,42.2,143.0,0,0,0,0,0,0
H,302.3,311.1,1455.0,40.3,145.0,0,0,0,0,0,0
L,302.2,311.0,1463.0,46.8,150.0,0,0,0,0,0,0
L,302.3,311.0,1442.0,43.7,152.0,0,0,0,0,0,0
L,302.3,311.0,1329.0,51.5,154.0,0,0,0,0,0,0
L,302.3,311.1,1546.0,33.1,156.0,0,0,0,0,0,0
M,302.2,311.1,1516.0,33.7,158.0,0,0,0,0,0,0
M,302.2,311.0,1476.0,47.4,161.0,0,0,0,0,0,0
L,302.3,311.0,1412.0,47.0,164.0,0,0,0,0,0,0
L,302.3,310.9,1377.0,46.8,166.0,1,0,1,0,0,0
M,302.4,311.0,1490.0,37.1,168.0,0,0,0,0,0,0
M,302.3,311.0,1526.0,37.7,171.0,0,0,0,0,0,0
L,302.3,311.0,1428.0,47.9,174.0,0,0,0,0,0,0
L,302.4,311.0,1329.0,54.6,176.0,0,0,0,0,0,0
M,302.4,311.1,1443.0,51.8,178.0,0,0,0,0,0,0
L,302.3,311.1,1373.0,53.0,181.0,0,0,0,0,0,0
L,302.3,311.1,1630.0,35.6,183.0,0,0,0,0,0,0
L,302.2,311.0,1555.0,34.2,185.0,0,0,0,0,0,0
M,302.2,311.0,1436.0,47.0,187.0,0,0,0,0,0,0
L,302.3,311.0,1609.0,31.0,190.0,0,0,0,0,0,0
M,302.3,311.0,1384.0,49.7,192.0,0,0,0,0,0,0
L,302.4,311.1,1448.0,44.8,195.0,0,0,0,0,0,0
M,302.4,311.1,1887.0,22.4,197.0,0,0,0,0,0,0
M,302.4,311.1,1480.0,45.7,200.0,0,0,0,0,0,0
H,302.5,311.1,1850.0,23.3,203.0,0,0,0,0,0,0
L,302.5,311.1,1538.0,36.8,208.0,0,0,0,0,0,0
M,302.4,311.1,1721.0,30.1,210.0,0,0,0,0,0,0
M,302.4,311.1,1366.0,54.4,0.0,0,0,0,0,0,0
L,302.3,311.0,1657.0,31.1,3.0,0,0,0,0,0,0
L,302.4,311.1,1446.0,42.9,5.0,0,0,0,0,0,0
L,302.3,310.8,1465.0,43.8,7.0,0,0,0,0,0,0
L,302.2,310.8,1827.0,23.8,9.0,0,0,0,0,0,0
H,302.2,310.8,1397.0,47.6,11.0,0,0,0,0,0,0
L,302.2,310.8,1744.0,29.7,16.0,0,0,0,0,0,0
L,302.3,310.9,1545.0,36.7,18.0,0,0,0,0,0,0
L,302.3,310.9,1587.0,36.6,20.0,0,0,0,0,0,0
L,302.3,310.8,1377.0,47.3,22.0,1,0,1,0,0,0
L,302.3,310.8,1511.0,48.1,24.0,0,0,0,0,0,0
L,302.3,310.8,1650.0,32.4,26.0,0,0,0,0,0,0
L,302.3,310.9,1412.0,48.9,28.0,0,0,0,0,0,0
L,302.3,311.0,1528.0,43.1,30.0,0,0,0,0,0,0
L,302.3,310.9,1459.0,35.0,32.0,0,0,0,0,0,0
L,302.3,310.9,1379.0,49.3,34.0,1,0,1,0,0,0
M,302.2,310.8,1356.0,48.3,36.0,0,0,0,0,0,0
M,302.1,310.8,1409.0,41.3,39.0,0,0,0,0,0,0
M,302.1,310.8,1504.0,37.5,42.0,0,0,0,0,0,0
L,302.1,310.8,1622.0,36.8,45.0,0,0,0,0,0,0
L,302.1,310.8,1786.0,25.7,47.0,0,0,0,0,0,0
L,302.2,310.9,1506.0,34.0,49.0,0,0,0,0,0,0
M,302.1,310.9,1916.0,23.1,51.0,0,0,0,0,0,0
M,302.2,310.9,1771.0,27.6,54.0,0,0,0,0,0,0
M,302.2,310.9,1488.0,44.2,57.0,0,0,0,0,0,0
L,302.2,310.9,1531.0,37.5,60.0,0,0,0,0,0,0
L,302.3,310.9,1529.0,33.4,62.0,0,0,0,0,0,0
M,302.4,311.0,1580.0,36.5,64.0,0,0,0,0,0,0
M,302.3,310.9,1360.0,44.0,67.0,1,0,1,0,0,0
M,302.3,311.0,1546.0,35.5,70.0,0,0,0,0,0,0
M,302.3,310.9,1762.0,24.5,73.0,0,0,0,0,0,0
L,302.2,310.8,1350.0,56.6,76.0,0,0,0,0,0,0
M,302.2,310.8,1562.0,38.1,78.0,0,0,0,0,0,0
M,302.1,310.7,1608.0,30.3,81.0,0,0,0,0,0,0
L,302.0,310.6,1392.0,50.0,84.0,0,0,0,0,0,0
L,302.0,310.6,1467.0,44.9,86.0,0,0,0,0,0,0
M,302.1,310.6,1326.0,59.1,88.0,1,0,1,0,0,0
L,302.2,310.7,1769.0,24.9,91.0,0,0,0,0,0,0
L,302.1,310.6,1459.0,47.6,93.0,0,0,0,0,0,0
M,302.1,310.6,1421.0,52.0,95.0,0,0,0,0,0,0
L,302.1,310.7,1491.0,42.8,98.0,0,0,0,0,0,0
L,302.2,310.7,1567.0,36.4,100.0,0,0,0,0,0,0
L,302.3,310.8,1421.0,41.4,102.0,0,0,0,0,0,0
L,302.3,310.9,1596.0,33.5,104.0,0,0,0,0,0,0
M,302.4,311.0,1464.0,44.2,106.0,0,0,0,0,0,0
M,302.3,310.9,1581.0,36.1,109.0,0,0,0,0,0,0
L,302.3,310.9,1620.0,30.3,112.0,0,0,0,0,0,0
H,302.2,310.7,1413.0,48.9,114.0,0,0,0,0,0,0
H,302.3,310.8,1438.0,43.8,119.0,0,0,0,0,0,0
M,302.4,310.9,1469.0,41.6,124.0,0,0,0,0,0,0
M,302.3,310.8,1762.0,27.8,127.0,0,0,0,0,0,0
H,302.3,310.9,1366.0,48.4,130.0,1,0,1,0,0,0
L,302.3,310.9,1891.0,22.7,135.0,0,0,0,0,0,0
M,302.3,310.9,1742.0,29.7,137.0,0,0,0,0,0,0
M,302.2,310.9,1465.0,43.5,140.0,0,0,0,0,0,0
M,302.3,311.0,1541.0,36.6,143.0,0,0,0,0,0,0
M,302.3,311.1,1295.0,57.1,146.0,0,0,0,0,0,0
M,302.3,311.1,1435.0,43.1,149.0,0,0,0,0,0,0
L,302.4,311.2,1466.0,43.9,152.0,0,0,0,0,0,0
L,302.4,311.2,1450.0,47.9,154.0,0,0,0,0,0,0
L,302.4,311.1,1880.0,24.5,156.0,0,0,0,0,0,0
M,302.3,311.0,1578.0,33.5,158.0,0,0,0,0,0,0
L,302.4,311.0,1610.0,33.1,161.0,0,0,0,0,0,0
L,302.4,311.1,1565.0,42.8,163.0,0,0,0,0,0,0
L,302.5,311.2,1545.0,40.1,165.0,0,0,0,0,0,0
L,302.5,311.2,1227.0,60.1,167.0,0,0,0,0,0,0
L,302.4,311.1,1484.0,45.9,169.0,0,0,0,0,0,0
L,302.3,311.0,1591.0,32.7,171.0,0,0,0,0,0,0
L,302.3,310.9,1403.0,47.2,173.0,0,0,0,0,0,0
M,302.3,311.0,1450.0,45.7,175.0,0,0,0,0,0,0
L,302.3,310.9,1720.0,28.1,178.0,0,0,0,0,0,0
L,302.3,311.0,1561.0,37.2,180.0,0,0,0,0,0,0
M,302.3,311.0,1421.0,41.3,182.0,0,0,0,0,0,0
H,302.2,310.9,1415.0,48.4,185.0,0,0,0,0,0,0
L,302.3,310.9,2034.0,19.7,190.0,0,0,0,0,0,0
L,302.4,311.0,1486.0,40.4,192.0,0,0,0,0,0,0
L,302.4,311.0,1338.0,67.6,194.0,1,0,0,1,1,0
H,302.4,311.1,1578.0,32.3,196.0,0,0,0,0,0,0
M,302.4,311.2,1330.0,58.6,201.0,0,0,0,0,0,0
H,302.4,311.2,1506.0,40.8,204.0,0,0,0,0,0,0
L,302.5,311.4,1559.0,37.6,209.0,0,0,0,0,0,0
L,302.6,311.5,1599.0,37.0,211.0,0,0,0,0,0,0
L,302.6,311.5,1427.0,38.9,213.0,0,0,0,0,0,0
M,302.5,311.5,1481.0,41.1,215.0,0,0,0,0,0,0
H,302.5,311.5,1496.0,43.8,218.0,0,0,0,0,0,0
L,302.5,311.4,1674.0,27.0,223.0,0,0,0,0,0,0
M,302.5,311.4,1629.0,31.7,225.0,0,0,0,0,0,0
H,302.6,311.5,1629.0,34.4,228.0,1,1,0,0,0,0
L,302.6,311.6,1311.0,53.2,0.0,0,0,0,0,0,0
M,302.7,311.6,2709.0,9.7,2.0,1,0,0,1,0,0
M,302.7,311.7,1759.0,29.9,5.0,0,0,0,0,0,0
L,302.7,311.7,1480.0,45.2,8.0,0,0,0,0,0,0
L,302.7,311.8,1461.0,46.1,10.0,0,0,0,0,0,0
M,302.7,311.8,1728.0,30.0,12.0,0,0,0,0,0,0
L,302.7,311.9,1389.0,46.5,15.0,0,0,0,0,0,0
L,302.6,311.8,1638.0,35.1,17.0,0,0,0,0,0,0
L,302.6,311.7,1254.0,54.1,19.0,0,0,0,0,0,0
L,302.6,311.8,1427.0,50.1,21.0,0,0,0,0,0,0
L,302.6,311.8,1627.0,31.8,23.0,0,0,0,0,0,0
H,302.6,311.7,1471.0,48.3,25.0,0,0,0,0,0,0
L,302.6,311.7,1773.0,27.1,30.0,0,0,0,0,0,0
M,302.6,311.7,1430.0,51.7,32.0,0,0,0,0,0,0
L,302.5,311.6,1595.0,29.5,35.0,0,0,0,0,0,0
L,302.5,311.5,1521.0,44.1,37.0,0,0,0,0,0,0
L,302.5,311.6,1419.0,43.7,39.0,0,0,0,0,0,0
M,302.4,311.4,1534.0,40.1,41.0,0,0,0,0,0,0
H,302.5,311.5,1626.0,36.0,44.0,0,0,0,0,0,0
L,302.5,311.5,1677.0,29.2,49.0,0,0,0,0,0,0
L,302.4,311.3,1392.0,50.5,51.0,0,0,0,0,0,0
L,302.4,311.2,1448.0,50.5,53.0,0,0,0,0,0,0
L,302.3,311.2,1903.0,22.9,55.0,0,0,0,0,0,0
L,302.4,311.2,1404.0,52.0,57.0,0,0,0,0,0,0
L,302.3,311.2,1386.0,53.5,59.0,0,0,0,0,0,0
L,302.2,311.1,1418.0,47.0,61.0,0,0,0,0,0,0
M,302.3,311.1,1338.0,53.3,63.0,0,0,0,0,0,0
L,302.3,311.2,1549.0,40.6,66.0,0,0,0,0,0,0
M,302.3,311.2,1432.0,42.7,68.0,0,0,0,0,0,0
M,302.3,311.2,1546.0,40.0,71.0,0,0,0,0,0,0
M,302.2,311.2,1627.0,33.2,74.0,0,0,0,0,0,0
M,302.2,311.1,1640.0,32.8,77.0,0,0,0,0,0,0
M,302.1,311.1,1423.0,36.8,80.0,0,0,0,0,0,0
M,302.1,311.0,1711.0,28.7,83.0,0,0,0,0,0,0
M,302.1,311.1,1450.0,51.6,86.0,0,0,0,0,0,0
H,302.2,311.1,1553.0,34.1,89.0,0,0,0,0,0,0
L,302.2,311.1,1630.0,34.6,94.0,0,0,0,0,0,0
H,302.2,311.1,1476.0,39.6,96.0,0,0,0,0,0,0
H,302.2,311.1,1426.0,50.6,101.0,0,0,0,0,0,0
M,302.2,311.2,1561.0,34.9,106.0,0,0,0,0,0,0
L,302.3,311.2,1297.0,62.5,109.0,0,0,0,0,0,0
M,302.3,311.2,1842.0,23.9,111.0,0,0,0,0,0,0
L,302.3,311.2,1633.0,36.4,114.0,0,0,0,0,0,0
H,302.3,311.3,1744.0,30.3,116.0,0,0,0,0,0,0
L,302.4,311.4,1831.0,26.9,121.0,0,0,0,0,0,0
M,302.3,311.3,1339.0,50.8,123.0,0,0,0,0,0,0
L,302.4,311.4,1475.0,40.4,126.0,0,0,0,0,0,0
M,302.4,311.4,1675.0,29.6,128.0,0,0,0,0,0,0
L,302.5,311.5,1493.0,35.1,131.0,0,0,0,0,0,0
L,302.5,311.5,1700.0,29.5,133.0,0,0,0,0,0,0
L,302.6,311.6,1453.0,37.0,135.0,0,0,0,0,0,0
L,302.6,311.7,1542.0,34.1,137.0,0,0,0,0,0,0
M,302.5,311.5,1358.0,52.7,139.0,0,0,0,0,0,0
H,302.5,311.5,1655.0,32.3,142.0,0,0,0,0,0,0
L,302.6,311.5,1885.0,27.5,147.0,0,0,0,0,0,0
L,302.7,311.5,1494.0,41.4,149.0,0,0,0,0,0,0
M,302.6,311.4,1757.0,29.5,151.0,0,0,0,0,0,0
M,302.6,311.4,1718.0,31.2,154.0,0,0,0,0,0,0
M,302.5,311.4,1636.0,35.0,157.0,0,0,0,0,0,0
L,302.6,311.6,1638.0,29.6,160.0,0,0,0,0,0,0
L,302.6,311.5,1609.0,36.0,162.0,0,0,0,0,0,0
H,302.7,311.5,1556.0,35.0,164.0,0,0,0,0,0,0
L,302.6,311.5,1442.0,59.8,169.0,1,0,0,1,0,0
M,302.7,311.6,1501.0,38.8,171.0,0,0,0,0,0,0
M,302.6,311.6,2041.0,19.2,174.0,0,0,0,0,0,0
M,302.7,311.7,1784.0,25.1,177.0,0,0,0,0,0,0
L,302.6,311.6,1953.0,22.4,180.0,0,0,0,0,0,0
L,302.6,311.6,1576.0,34.7,182.0,0,0,0,0,0,0
M,302.6,311.6,1518.0,39.0,184.0,0,0,0,0,0,0
M,302.6,311.6,1227.0,68.2,187.0,1,0,0,0,1,0
L,302.5,311.5,1985.0,18.8,190.0,0,0,0,0,0,0
L,302.5,311.5,1802.0,26.4,192.0,0,0,0,0,0,0
L,302.5,311.5,1603.0,32.4,194.0,0,0,0,0,0,0
L,302.5,311.6,1400.0,54.0,196.0,0,0,0,0,0,0
L,302.3,311.5,1395.0,54.2,198.0,0,0,0,0,0,0
L,302.2,311.4,1987.0,19.9,200.0,0,0,0,0,0,0
M,302.2,311.4,1398.0,47.2,202.0,0,0,0,0,0,0
L,302.3,311.4,1333.0,66.7,205.0,1,0,0,1,1,0
L,302.2,311.2,1381.0,49.4,207.0,0,0,0,0,0,0
L,302.2,311.3,1570.0,36.1,0.0,0,0,0,0,0,0
M,302.2,311.3,1658.0,31.0,2.0,0,0,0,0,0,0
H,302.2,311.3,1749.0,29.2,5.0,0,0,0,0,0,0
M,302.2,311.3,1510.0,37.1,10.0,0,0,0,0,0,0
L,302.3,311.5,1384.0,50.8,13.0,0,0,0,0,0,0
L,302.3,311.4,1570.0,37.2,15.0,0,0,0,0,0,0
M,302.3,311.4,1571.0,32.7,17.0,0,0,0,0,0,0
L,302.3,311.4,1476.0,37.3,20.0,0,0,0,0,0,0
M,302.3,311.4,1484.0,39.5,22.0,0,0,0,0,0,0
M,302.3,311.4,1909.0,23.2,25.0,0,0,0,0,0,0
L,302.3,311.5,1448.0,49.6,28.0,0,0,0,0,0,0
M,302.3,311.4,1500.0,40.2,30.0,0,0,0,0,0,0
L,302.2,311.4,1510.0,44.9,33.0,0,0,0,0,0,0
L,302.2,311.3,1378.0,55.5,35.0,0,0,0,0,0,0
M,302.2,311.4,1538.0,37.4,37.0,0,0,0,0,0,0
L,302.2,311.4,1390.0,48.1,40.0,0,0,0,0,0,0
M,302.2,311.4,1642.0,32.1,42.0,0,0,0,0,0,0
L,302.4,311.5,1785.0,24.8,45.0,0,0,0,0,0,0
H,302.3,311.5,1526.0,38.2,47.0,0,0,0,0,0,0
M,302.3,311.6,1668.0,33.2,52.0,0,0,0,0,0,0
L,302.3,311.5,1507.0,37.5,55.0,0,0,0,0,0,0
L,302.3,311.5,1530.0,37.8,57.0,0,0,0,0,0,0
M,302.3,311.4,1479.0,45.6,59.0,0,0,0,0,0,0
M,302.3,311.4,1418.0,41.3,62.0,0,0,0,0,0,0
L,302.3,311.4,1504.0,38.7,65.0,0,0,0,0,0,0
M,302.3,311.4,1345.0,47.6,67.0,0,0,0,0,0,0
H,302.2,311.4,1625.0,35.4,70.0,0,0,0,0,0,0
L,302.3,311.4,1511.0,34.7,75.0,0,0,0,0,0,0
L,302.3,311.4,1535.0,41.8,77.0,0,0,0,0,0,0
L,302.4,311.5,1505.0,37.9,79.0,0,0,0,0,0,0
H,302.4,311.5,1540.0,43.7,81.0,0,0,0,0,0,0
H,302.3,311.4,1372.0,46.0,86.0,0,0,0,0,0,0
M,302.2,311.3,1510.0,36.6,91.0,0,0,0,0,0,0
L,302.2,311.3,1382.0,46.4,94.0,0,0,0,0,0,0
L,302.3,311.3,1439.0,41.8,96.0,0,0,0,0,0,0
M,302.2,311.3,1375.0,47.0,98.0,0,0,0,0,0,0
M,302.2,311.3,1931.0,21.9,101.0,0,0,0,0,0,0
L,302.2,311.3,1475.0,48.6,104.0,0,0,0,0,0,0
L,302.2,311.3,1389.0,46.9,106.0,0,0,0,0,0,0
L,302.3,311.3,1652.0,32.8,108.0,0,0,0,0,0,0
L,302.3,311.2,1386.0,50.3,110.0,0,0,0,0,0,0
M,302.2,311.3,1577.0,29.8,112.0,0,0,0,0,0,0
M,302.3,311.3,1444.0,43.1,115.0,0,0,0,0,0,0
L,302.2,311.3,1554.0,40.2,118.0,0,0,0,0,0,0
L,302.2,311.3,1602.0,32.8,120.0,0,0,0,0,0,0
H,302.2,311.2,1692.0,28.2,122.0,0,0,0,0,0,0
L,302.3,311.3,1682.0,34.4,127.0,0,0,0,0,0,0
L,302.3,311.3,1614.0,34.1,129.0,0,0,0,0,0,0
L,302.3,311.3,1324.0,47.8,131.0,0,0,0,0,0,0
L,302.3,311.4,1434.0,40.3,133.0,0,0,0,0,0,0
L,302.3,311.3,1621.0,31.6,135.0,0,0,0,0,0,0
M,302.3,311.3,1625.0,33.1,137.0,0,0,0,0,0,0
L,302.2,311.1,1394.0,53.7,140.0,0,0,0,0,0,0
L,302.1,311.0,1586.0,35.1,142.0,0,0,0,0,0,0
L,302.0,311.0,1420.0,45.9,144.0,0,0,0,0,0,0
L,302.1,311.2,1422.0,50.3,146.0,0,0,0,0,0,0
H,302.1,311.2,1598.0,37.9,148.0,0,0,0,0,0,0
L,302.1,311.2,1454.0,59.2,153.0,1,0,0,1,0,0
L,302.1,311.2,1519.0,39.3,155.0,0,0,0,0,0,0
L,302.0,311.1,1373.0,55.7,157.0,0,0,0,0,0,0
M,302.0,311.1,1406.0,48.8,159.0,0,0,0,0,0,0
L,302.1,311.2,1492.0,45.0,162.0,0,0,0,0,0,0
L,302.1,311.2,1369.0,50.8,164.0,0,0,0,0,0,0
M,302.2,311.2,1471.0,41.9,166.0,0,0,0,0,0,0
L,302.2,311.2,1630.0,36.0,169.0,0,0,0,0,0,0
M,302.1,311.1,1605.0,37.6,171.0,0,0,0,0,0,0
L,302.2,311.1,1447.0,52.1,174.0,0,0,0,0,0,0
M,302.2,311.2,1360.0,52.8,176.0,0,0,0,0,0,0
M,302.2,311.1,1728.0,34.0,179.0,0,0,0,0,0,0
L,302.1,311.0,1740.0,30.8,182.0,0,0,0,0,0,0
L,302.1,310.9,1477.0,41.4,184.0,0,0,0,0,0,0
L,302.1,310.9,1658.0,30.3,186.0,0,0,0,0,0,0
L,302.0,310.8,1902.0,23.4,188.0,0,0,0,0,0,0
M,302.0,310.8,1783.0,23.1,190.0,0,0,0,0,0,0
M,302.0,310.9,1558.0,45.3,193.0,0,0,0,0,0,0
L,302.1,311.0,1351.0,49.5,196.0,0,0,0,0,0,0
H,302.1,310.9,1452.0,42.5,198.0,0,0,0,0,0,0
L,302.1,310.9,1666.0,30.7,203.0,0,0,0,0,0,0
L,302.1,311.0,1364.0,50.0,205.0,0,0,0,0,0,0
M,302.1,311.0,1351.0,60.3,207.0,1,0,0,0,1,0
H,302.1,311.0,1729.0,26.1,210.0,0,0,0,0,0,0
M,302.1,311.0,1574.0,34.1,215.0,0,0,0,0,0,0
L,302.0,311.0,1566.0,37.8,218.0,0,0,0,0,0,0
L,302.0,310.9,1455.0,43.2,220.0,0,0,0,0,0,0
H,302.0,310.9,1679.0,29.0,222.0,0,0,0,0,0,0
L,302.0,310.8,2143.0,17.3,227.0,0,0,0,0,0,0
L,302.0,310.8,1447.0,42.7,229.0,0,0,0,0,0,0
L,302.0,310.8,1383.0,50.3,231.0,1,0,0,0,1,0
L,302.1,310.8,1772.0,27.1,233.0,0,0,0,0,0,0
L,302.0,310.8,1615.0,29.0,235.0,1,1,0,0,0,0
L,302.0,310.8,1454.0,36.6,0.0,0,0,0,0,0,0
L,302.0,310.8,1445.0,49.1,2.0,0,0,0,0,0,0
M,302.0,310.8,1609.0,35.2,4.0,0,0,0,0,0,0
L,302.0,310.9,1546.0,34.4,7.0,0,0,0,0,0,0
L,301.9,310.8,1567.0,39.3,9.0,0,0,0,0,0,0
L,302.0,310.8,1767.0,27.4,11.0,0,0,0,0,0,0
L,302.0,310.9,1539.0,34.2,13.0,0,0,0,0,0,0
L,302.0,310.9,1564.0,39.0,15.0,0,0,0,0,0,0
M,302.0,310.8,1445.0,46.3,17.0,0,0,0,0,0,0
M,301.9,310.9,1419.0,47.7,20.0,1,0,0,0,0,0
M,301.8,310.9,1881.0,20.9,23.0,0,0,0,0,0,0
M,301.9,310.9,1421.0,46.2,26.0,0,0,0,0,0,0
L,301.9,311.0,1455.0,46.0,29.0,0,0,0,0,0,0
L,301.9,311.0,2691.0,12.1,31.0,1,0,0,1,0,0
L,301.8,310.8,1505.0,41.2,33.0,0,0,0,0,0,0
L,301.8,310.8,1456.0,46.6,35.0,0,0,0,0,0,0
L,301.8,310.8,1383.0,46.4,37.0,0,0,0,0,0,0
M,301.9,310.8,1563.0,39.2,39.0,0,0,0,0,0,0
M,301.9,310.9,2305.0,16.1,42.0,0,0,0,0,0,0
M,301.9,310.9,1456.0,43.6,45.0,0,0,0,0,0,0
L,302.0,311.0,1865.0,22.7,48.0,0,0,0,0,0,0
L,301.9,310.9,1597.0,36.9,50.0,0,0,0,0,0,0
L,302.0,310.9,1495.0,38.6,52.0,0,0,0,0,0,0
M,302.0,310.9,1456.0,47.2,54.0,0,0,0,0,0,0
L,301.9,310.8,1465.0,44.3,57.0,0,0,0,0,0,0
M,302.0,310.9,1352.0,55.5,59.0,0,0,0,0,0,0
L,301.9,310.8,1906.0,21.7,62.0,0,0,0,0,0,0
L,302.0,310.9,1446.0,44.0,64.0,0,0,0,0,0,0
L,302.0,310.8,1948.0,19.7,66.0,0,0,0,0,0,0
L,301.9,310.7,1480.0,47.1,68.0,0,0,0,0,0,0
M,301.9,310.7,1511.0,37.6,70.0,0,0,0,0,0,0
M,301.9,310.7,1472.0,47.0,73.0,0,0,0,0,0,0
L,301.9,310.7,1429.0,51.0,76.0,0,0,0,0,0,0
L,301.9,310.7,1405.0,48.8,78.0,0,0,0,0,0,0
M,301.9,310.7,1405.0,47.9,80.0,0,0,0,0,0,0
L,302.0,310.7,1348.0,58.1,83.0,0,0,0,0,0,0
L,301.9,310.6,1331.0,68.6,85.0,1,0,0,1,0,0
L,301.9,310.6,1610.0,33.4,87.0,0,0,0,0,0,0
M,301.9,310.6,1412.0,46.5,89.0,0,0,0,0,0,0
L,302.0,310.7,1453.0,42.7,92.0,0,0,0,0,0,0
L,302.0,310.6,1583.0,38.9,94.0,0,0,0,0,0,0
M,302.0,310.6,1539.0,37.4,96.0,0,0,0,0,0,0
L,302.0,310.5,1635.0,39.8,99.0,0,0,0,0,0,0
H,302.1,310.7,1294.0,62.4,101.0,1,0,1,0,0,0
L,302.0,310.5,1978.0,22.0,106.0,0,0,0,0,0,0
L,302.0,310.4,1357.0,58.0,108.0,1,0,1,0,0,0
L,302.0,310.4,1336.0,58.2,110.0,1,0,1,0,0,0
L,302.0,310.4,1568.0,39.2,112.0,0,0,0,0,0,0
M,302.0,310.4,1567.0,36.4,114.0,0,0,0,0,0,0
L,302.0,310.4,1611.0,35.6,117.0,0,0,0,0,0,0
H,302.0,310.5,1841.0,23.6,119.0,0,0,0,0,0,0
L,302.0,310.5,1567.0,36.1,124.0,0,0,0,0,0,0
L,301.9,310.4,1376.0,54.9,126.0,1,0,1,0,0,0
L,301.9,310.5,1477.0,42.4,128.0,0,0,0,0,0,0
M,301.9,310.5,1590.0,40.3,130.0,0,0,0,0,0,0
L,302.0,310.5,2197.0,15.8,133.0,0,0,0,0,0,0
M,302.0,310.4,1595.0,32.9,135.0,0,0,0,0,0,0
H,302.0,310.5,1812.0,24.4,138.0,0,0,0,0,0,0
M,302.0,310.5,1573.0,32.1,143.0,0,0,0,0,0,0
L,302.0,310.5,1651.0,30.9,146.0,0,0,0,0,0,0
H,302.0,310.5,1459.0,43.2,148.0,0,0,0,0,0,0
L,301.9,310.4,1370.0,51.7,153.0,1,0,1,0,0,0
L,301.9,310.4,1518.0,34.1,155.0,0,0,0,0,0,0
L,302.0,310.3,1648.0,29.6,157.0,0,0,0,0,0,0
L,302.0,310.4,1464.0,47.2,159.0,0,0,0,0,0,0
L,302.0,310.4,1895.0,23.2,161.0,0,0,0,0,0,0
L,301.9,310.4,1884.0,23.4,163.0,0,0,0,0,0,0
L,302.0,310.4,1450.0,46.6,165.0,0,0,0,0,0,0
L,302.0,310.4,1448.0,43.4,167.0,0,0,0,0,0,0
L,302.1,310.5,1389.0,49.6,169.0,0,0,0,0,0,0
L,302.0,310.6,1583.0,35.2,171.0,0,0,0,0,0,0
L,301.9,310.5,1425.0,51.1,173.0,0,0,0,0,0,0
L,302.0,310.5,1809.0,27.1,175.0,0,0,0,0,0,0
L,301.9,310.5,1892.0,21.8,177.0,0,0,0,0,0,0
M,301.9,310.6,1475.0,47.8,179.0,0,0,0,0,0,0
L,302.0,310.6,1361.0,46.7,182.0,0,0,0,0,0,0
M,302.0,310.6,1563.0,41.0,184.0,0,0,0,0,0,0
H,301.9,310.5,1472.0,39.7,187.0,0,0,0,0,0,0
L,302.0,310.6,1325.0,55.3,192.0,0,0,0,0,0,0
L,302.0,310.6,1358.0,53.1,194.0,0,0,0,0,0,0
H,302.0,310.6,1346.0,54.7,196.0,0,0,0,0,0,0
M,302.0,310.5,1381.0,58.4,201.0,0,0,0,0,0,0
L,301.9,310.5,1340.0,55.7,204.0,1,0,0,0,1,0
L,302.0,310.6,1366.0,47.7,206.0,0,0,0,0,0,0
L,302.1,310.7,1325.0,45.1,208.0,1,0,1,0,0,0
